audit,channel,test_split,test_index,memory_pool_size,max_instruction_similarity,nearest_instruction_memory_index,min_plan_edit_distance,nearest_edit_memory_index,max_plan_trigram_jaccard,nearest_ngram_memory_index,full_signature_overlap,published_routed_skill
strict_split,episode_heldout,test,1753,801,0.9999998807907104,1007,0,2311,1.0,2311,True,
strict_split,episode_heldout,test,93,172,1.0,172,0,92,1.0,92,True,
strict_split,episode_heldout,test,304,172,0.9999999403953552,528,0,51,1.0,51,True,
strict_split,episode_heldout,test,441,172,0.9999998807907104,1959,0,51,1.0,51,True,
strict_split,episode_heldout,test,758,172,1.0,860,0,95,1.0,95,True,
strict_split,episode_heldout,test,836,172,0.9999998807907104,399,0,92,1.0,92,True,
strict_split,episode_heldout,test,1245,172,1.0,172,0,92,1.0,92,True,
strict_split,episode_heldout,test,1371,172,0.9999998807907104,399,0,92,1.0,92,True,
strict_split,episode_heldout,test,51,824,1.0,4728,0,6,1.0,6,True,
strict_split,episode_heldout,test,73,824,0.8815412521362305,4498,0,762,1.0,762,True,
strict_split,episode_heldout,test,91,824,0.9669325351715088,6374,0,2507,1.0,2507,True,
strict_split,episode_heldout,test,193,824,1.0,2247,0,1162,1.0,1162,True,
strict_split,episode_heldout,test,225,824,0.9338126182556152,930,0,171,1.0,171,True,
strict_split,episode_heldout,test,257,824,0.9999997019767761,1162,0,1162,1.0,1162,True,
strict_split,episode_heldout,test,477,824,0.9999998807907104,270,0,270,1.0,270,True,
strict_split,episode_heldout,test,527,824,0.9008991122245789,3998,0,2835,1.0,2835,True,
strict_split,episode_heldout,test,556,824,0.9166340827941895,3574,0,185,1.0,185,True,
strict_split,episode_heldout,test,591,824,0.9685907363891602,1909,0,35,1.0,35,True,
strict_split,episode_heldout,test,702,824,1.0,4341,0,351,1.0,351,True,
strict_split,episode_heldout,test,768,824,0.9166340827941895,3574,0,185,1.0,185,True,
strict_split,episode_heldout,test,802,824,0.9999998807907104,930,0,150,1.0,150,True,
